"question_id_q","german_question_text_q","english_question_text_q","chatbot_answer_de","chatbot_answer_en","chatbot_links_function_de","chatbot_links_function_en","earliest_start_time"
"213","Bietet die Uni Osnabrück Musik und Sportclubs an?","Does the University of Osnabrück offer music and sports clubs?","Ja, die Universität Osnabrück bietet sowohl Musik- als auch Sportclubs an. Es gibt eine Vielzahl von Sportclubs, die zu Semesterbeginn vorgestellt werden, und die Teilnahme an diesen Clubs wird empfohlen, um neue Leute kennenzulernen. Zudem gibt es auch Angebote im Bereich Musik, wie beispielsweise Seminare im Fachgebiet Musik/Musikwissenschaft.

Wenn Sie mehr Informationen zu spezifischen Clubs oder Veranstaltungen wünschen, lassen Sie es mich bitte wissen!","Yes, the University of Osnabrück offers music and sports clubs. The university has various musical ensembles, such as a Big Band, Jazz Choir, and other groups that participate in events like the summer festival. Additionally, there are opportunities for sports activities, including organized events and courses through the university's sports department.

For more detailed information, you can visit the university's official page on [music and events](https://www.uni-osnabrueck.de/kommunikation/kommunikation-und-marketing-angebot-und-aufgaben/pressestelle/archiv-pressemeldungen/archiv-2001-bis-2005/monatsarchiv-2001-bis-2005/?tx_news_pi1%5BoverwriteDemand%5D%5Byear%5D=2002&tx_news_pi1%5BoverwriteDemand%5D%5Bmonth%5D=06&tx_news_pi1%5Bcontroller%5D=News&cHash=239241118dc8887ee4d1b6e27df9d268).","https://www.uni-osnabrueck.de/kommunikation/kommunikation-und-marketing-angebot-und-aufgaben/pressestelle/archiv-pressemeldungen/archiv-2001-bis-2005/monatsarchiv-2001-bis-2005/?tx_news_pi1%5B%40widget_0%5D%5BcurrentPage%5D=672&cHash=d91459a0a3f2b689dd7a09348a1c9e71;https://www.uni-osnabrueck.de/fileadmin/documents/public/1_universitaet/1.3_organisation/gleichstellung/familiengerechte_hochschule/Kinderbetreuung/Ferienbetreuung_2022_WEB.pdf;https://www.jura.uni-osnabrueck.de/fileadmin/public/media/Erasmus_DOCS/Irland/Erfahrungsbericht_Louisa_Wilke_WS_21-22.pdf;https://www.jura.uni-osnabrueck.de/fileadmin/public/media/Erasmus_DOCS/Erfahrungsberichte_22_-23/Erfahrungsbericht_Elena_Dr%C3%BCner_WS_22_-_23.pdf","https://www.uni-osnabrueck.de/kommunikation/kommunikation-und-marketing-angebot-und-aufgaben/pressestelle/archiv-pressemeldungen/archiv-2001-bis-2005/monatsarchiv-2001-bis-2005/?tx_news_pi1%5BoverwriteDemand%5D%5Byear%5D=2002&tx_news_pi1%5BoverwriteDemand%5D%5Bmonth%5D=06&tx_news_pi1%5Bcontroller%5D=News&cHash=239241118dc8887ee4d1b6e27df9d268;https://www.uni-osnabrueck.de/kommunikation/kommunikation-und-marketing-angebot-und-aufgaben/pressestelle/archiv-pressemeldungen/archiv-2001-bis-2005/monatsarchiv-2001-bis-2005/?tx_news_pi1%5B%40widget_0%5D%5BcurrentPage%5D=672&cHash=d91459a0a3f2b689dd7a09348a1c9e71;https://www.uni-osnabrueck.de/kommunikation/kommunikation-und-marketing-angebot-und-aufgaben/pressestelle/archiv-pressemeldungen/archiv-2001-bis-2005/monatsarchiv-2001-bis-2005/?tx_news_pi1%5B%40widget_0%5D%5BcurrentPage%5D=629&cHash=8e006d3cebadbb1430a0b9507462e8f0;https://www.musik.uni-osnabrueck.de/veranstaltungen/workshops_und_vortraege/online_vortrag_die_musik_des_balkan_im_spannungsfeld_von_tradition_und_globalisierung.html","2025-01-09 13:39:44.856609"
"230","Welche Berufsmöglichkeiten habe ich nach Abschluss meines Programms?","What are the job opportunities after finishing my program?","Um Ihnen eine präzise Antwort auf Ihre Frage zu den Berufsmöglichkeiten nach dem Abschluss Ihres Programms zu geben, benötige ich mehr Informationen über das spezifische Studienprogramm, das Sie an der Universität Osnabrück absolvieren möchten. Könnten Sie mir bitte den Namen des Programms oder den Fachbereich mitteilen?","Could you please specify which program you are referring to? This will help me provide you with more accurate information regarding job opportunities related to that specific program.","","","2025-01-09 13:39:44.856609"
"273","Wie lauten die Bewerbungsfristen für meine Studienfach?","What are the application deadlines for my field of study?","Um Ihnen die genauen Bewerbungsfristen für Ihr Studienfach an der Universität Osnabrück mitteilen zu können, benötige ich den Namen des Studienfachs, für das Sie sich bewerben möchten. Können Sie mir bitte diese Information geben?","Could you please specify your field of study? This will help me provide you with the accurate application deadlines.","","","2025-01-09 13:39:44.856609"
"333","Welche Ressourcen stehen Studierenden mit Behinderungen an der Universität Osnabrück zur Verfügung?","What resources are available to help students with disabilities at Osnabrück University?","An der Universität Osnabrück stehen Studierenden mit Behinderungen verschiedene Ressourcen und Unterstützungsangebote zur Verfügung:

1. **Beauftragte für chronisch kranke Studierende und Behinderte**: Christine Kammler ist die Ansprechpartnerin für Studierende mit chronischen Erkrankungen und Behinderungen. Sie bietet individuelle Beratung und Unterstützung an.

2. **Zentrale Studienberatung**: Diese bietet umfassende Informationen und Beratung zu allen Themen rund um das Studium, einschließlich der Unterstützung für Studierende mit Behinderungen.

3. **Gleichstellungsbüro**: Hier gibt es Beratungsangebote zur Gleichstellung und Unterstützung bei unterschiedlichen Benachteiligungen.

4. **Psychosoziale Beratungsstelle**: Diese Stelle bietet Hilfe bei Problemen im Studienalltag und persönlichen Schwierigkeiten.

5. **AStA (Allgemeiner Studierendenausschuss)**: Der AStA hält verschiedene Beratungsangebote bereit, die auch für Studierende mit Behinderungen relevant sind.

6. **Schreibwerkstatt**: Diese unterstützt Studierende beim Verfassen akademischer Texte und kann auch für Studierende mit besonderen Bedürfnissen hilfreich sein.

7. **Universitätsbibliothek**: Sie bietet Zugang zu wissenschaftlicher Literatur und Unterstützung bei der Recherche, was für Studierende mit Behinderungen von Bedeutung sein kann.

8. **VirtUOS**: Diese Plattform bietet Hinweise zum Umgang mit digitaler Lehre, was für Studierende mit Behinderungen besonders wichtig sein kann.

Für weitere Informationen und spezifische Anfragen können Sie die [Webseite der Universität Osnabrück](https://www.uni-osnabrueck.de) besuchen oder direkt Kontakt mit den genannten Ansprechpersonen aufnehmen.","At Osnabrück University, there are several resources available to support students with disabilities:

1. **Contact Person for Students with Disabilities**: Christine Kammler is the designated contact for students with chronic illnesses and disabilities. She provides guidance and support tailored to individual needs.

2. **Equal Opportunities Office**: This office offers comprehensive counseling services regarding equality and support for students facing various disadvantages, including those with disabilities.

3. **Central Student Advisory Service**: This service provides advice on all aspects of study choices, academic issues, and reorientation.

4. **Student Council (AStA)**: The AStA offers various counseling services and support for students, including those with disabilities.

5. **Psychosocial Counseling Service**: This service helps students with personal difficulties and challenges they may face during their studies.

6. **Writing Workshop**: Offers support for students in writing academic texts, which can be particularly beneficial for those who may need additional assistance.

7. **University Library**: Provides access to scientific literature and assistance with research, which can be crucial for students with disabilities.

8. **International Office**: Supports international students, including those with disabilities, ensuring they have the necessary resources and information.

For more detailed information, you can visit the following links:
- [Beauftragte für chronisch kranke Studierende und Behinderte](https://www.uni-osnabrueck.de/studieninteressierte/erste-orientierung/studieren-mit-behinderung-und-chronischer-erkrankung/)
- [Gleichstellungsbüro](https://www.uni-osnabrueck.de/universitaet/organisation/zentrale-verwaltung/gleichstellungsbuero/)
- [Zentrale Studienberatung](https://www.zsb-os.de/beratungsangebot)

If you have specific questions or need further assistance, feel free to ask!","https://www.uni-osnabrueck.de/studieninteressierte/studiengaenge-a-z/umweltsysteme-und-ressourcenmanagement-master-of-science/;https://www.uni-osnabrueck.de/troubleshooters/?no_cache=1;https://www.uni-osnabrueck.de/universitaet/organisation/zentrale-verwaltung/gleichstellungsbuero/studierende/vereinbarkeit-studium-und-familie/;https://www.uni-osnabrueck.de/studieninteressierte/studiengaenge-a-z/wirtschaftswissenschaft-bachelor-of-science/","https://www.uni-osnabrueck.de/studieninteressierte/studiengaenge-a-z/umweltsysteme-und-ressourcenmanagement-master-of-science/;https://www.uni-osnabrueck.de/troubleshooters/?no_cache=1;https://www.uni-osnabrueck.de/universitaet/organisation/zentrale-verwaltung/gleichstellungsbuero/studierende/vereinbarkeit-studium-und-familie/;https://www.uni-osnabrueck.de/studieninteressierte/studiengaenge-a-z/wirtschaftswissenschaft-bachelor-of-science/","2025-01-09 13:39:44.856609"
"240","Was sind die Inhalte dieses Studiengangs","What are the contents of this course of study?","Um Ihnen die Inhalte eines bestimmten Studiengangs an der Universität Osnabrück mitteilen zu können, benötige ich den Namen des Studiengangs, an dem Sie interessiert sind. Könnten Sie mir bitte diesen Namen nennen?","Could you please specify which course of study you are referring to? This will help me provide you with the most accurate information.","","","2025-01-09 13:39:44.856609"
"238","Wie kann ich mich für Sport anmelden?","How can I sign up for sports?","Um sich für Sport an der Universität Osnabrück anzumelden, benötige ich weitere Informationen. Meinen Sie die Anmeldung für Sportkurse, Sportveranstaltungen oder etwas anderes? Bitte geben Sie mir mehr Details, damit ich Ihnen besser helfen kann.","To sign up for sports at the University of Osnabrück, you can follow these steps:

1. **Visit the Sports Department Website**: Check the official website of the university's sports department for detailed information on available sports programs and registration procedures.

2. **Contact the Sports Office**: If you have specific questions or need assistance, you can reach out to the sports office directly. They can provide guidance on how to register for sports activities.

3. **Check for Requirements**: If you are interested in enrolling in a specific sports program, ensure you meet any prerequisites or requirements, such as physical fitness tests, if applicable.

For more detailed information, you can refer to the [University of Osnabrück Sports Department FAQ](https://www.sport.uni-osnabrueck.de/studium/haeufig_gestellte_fragen.html?no_cache=1). 

If you have any further questions or need assistance with a specific sport, feel free to ask!","","https://www.sport.uni-osnabrueck.de/studium/haeufig_gestellte_fragen.html?no_cache=1;https://www.uni-osnabrueck.de/universitaet/organisation/zentrale-verwaltung/studentische-angelegenheiten/mehrfaecher-pruefungsamt-patmos/faq-mehrfaecher-pruefungsamt/;https://www.psychologie.uni-osnabrueck.de/service_beratung/fachschaft/erstsemesterinfo/haeufig_gestellte_fragen_faq.html;https://zfh.uni-osnabrueck.de/service/anmeldeverfahren.html","2025-01-09 13:39:44.856609"
"92","Ist die Uni gut erreichbar?","Is the university easily accessible?","Die Erreichbarkeit der Universität Osnabrück hängt von verschiedenen Faktoren ab, wie z.B. dem Standort der Universität, den Verkehrsanbindungen und den öffentlichen Verkehrsmitteln. 

Um Ihnen genauere Informationen zur Erreichbarkeit zu geben, könnte ich die aktuellen Details zur Anbindung und zu den Verkehrsmöglichkeiten abrufen. Möchten Sie, dass ich das für Sie tue?","The accessibility of the University of Osnabrück depends on various factors, including admission requirements and facilities. Here are some key points:

1. **Admission Requirements**: To enroll in a program, you must meet general or program-specific admission requirements. For undergraduate studies (e.g., Bachelor's), you need a recognized higher education entrance qualification. Some programs may have additional requirements, such as language skills or passing an aptitude test. More details can be found in the specific admission regulations for each program. 

2. **Limited Enrollment**: Some programs have restricted admission, meaning the number of available spots is limited, and a selection process takes place. If you meet the admission requirements, you must also reach a selection threshold (grade or waiting time) to be accepted.

3. **Master's Programs**: For Master's programs, a relevant academic degree (usually a Bachelor's) is required, along with proof of specific qualifications (e.g., language skills, motivation). You can apply for a Master's program even if you haven't completed your degree yet, provided you have completed at least 150 credit points.

4. **Facilities Access**: The university has various facilities, such as computer pools, which are accessible to students with a registered campus card. Access to these facilities is limited to specific hours, and students must adhere to safety regulations.

For more detailed information on admission requirements, you can visit the following links:
- [Higher Education Entrance Qualification](https://www.uni-osnabrueck.de/studieninteressierte/bewerbung/zugangsvoraussetzungen/hochschulzugang/)
- [Language Skills](https://www.uni-osnabrueck.de/studieninteressierte/bewerbung/zugangsvoraussetzungen/sprachkenntnisse/)
- [Aptitude Tests](https://www.uni-osnabrueck.de/studieninteressierte/bewerbung/zugangsvoraussetzungen/aufnahmepruefungen/)

If you have specific questions about accessibility or need further assistance, feel free to ask!","","https://www.uni-osnabrueck.de/studieninteressierte/bewerbung/zugangsvoraussetzungen/;https://www.wiwi.uni-osnabrueck.de/fachbereich/edv_betreuung/pc_pool/zugang.html;https://www.wiwi.uni-osnabrueck.de/fachbereich/edv_betreuung/virtueller_pc_pool_vpool/virtueller_zugang_und_nutzungshinweise.html;https://www.psychotherapie.uni-osnabrueck.de/weiterbildungsstudiengaenge/ausbildung_zumzur_psychologischen_psychotherapeutin/zugang_bewerbung_und_kosten.html","2025-01-09 13:39:44.856609"
"186","Welche Events gibt es in der nächsten Zeit?","What events are coming up soon?","Hier sind einige bevorstehende Veranstaltungen an der Universität Osnabrück:

1. **Neustart**
   - **Datum:** 09. Januar 2025, 16:30 - 17:00
   - **Ort:** Campus Caprivi
   - **Veranstalter:** Zentrale Studienberatung Osnabrück (ZSB)
   - **Kategorie:** Durchstarten ins Studium
   - **Beschreibung:** Austausch mit Impulsen zur Neuorientierung für Studierende mit Studienzweifeln.

2. **Das Niedersachsen-Technikum (Online-Veranstaltung)**
   - **Datum:** 15. Januar 2025, 16:00 - 16:30
   - **Ort:** Online
   - **Veranstalter:** Zentrale Studienberatung Osnabrück (ZSB)
   - **Kategorie:** Durchstarten ins Studium
   - **Beschreibung:** Informationsveranstaltung für (Fach-)Abiturientinnen mit Interesse an MINT-Berufen.

3. **Transdisziplinarität für eine transformative Nachhaltigkeitswissenschaft**
   - **Datum:** 15. Januar 2025, 18:15 - 19:45
   - **Ort:** Gebäude 02, Raum E04
   - **Veranstalter:** Institut für Geographie
   - **Kategorie:** Kolloquien
   - **Referentin:** Prof. Dr. Jana Zscheischler, Universität Vechta

4. **Studieren in Osnabrück und Lingen (Online-Veranstaltung)**
   - **Datum:** 22. Januar 2025, 17:30 - 18:00
   - **Ort:** Online
   - **Veranstalter:** Zentrale Studienberatung Osnabrück (ZSB)
   - **Kategorie:** Durchstarten ins Studium
   - **Beschreibung:** Vortrag für Studieninteressierte über Studienstruktur und -angebot.

5. **Demokratie - ein Auslaufmodell angesichts von Autokraten?**
   - **Datum:** 26. Januar 2025, 11:30 - 13:00
   - **Ort:** Kultur-Lounge Blue Note
   - **Veranstalter:** Philosophisches Café
   - **Kategorie:** Philosophisches Café

6. **Lehramtsstudium in Osnabrück (Online-Veranstaltung)**
   - **Datum:** 27. Januar 2025, 17:30 - 18:00
   - **Ort:** Online
   - **Veranstalter:** Zentrale Studienberatung Osnabrück (ZSB)
   - **Kategorie:** Durchstarten ins Studium

7. **Küstenökosysteme als Klimasenken**
   - **Datum:** 29. Januar 2025, 18:15 - 19:45
   - **Ort:** Gebäude 02, Raum E04
   - **Veranstalter:** Institut für Geographie
   - **Kategorie:** Kolloquien
   - **Referent:** Dr. Michael Fink, Universität Hamburg

Für weitere Informationen und eine vollständige Liste der Veranstaltungen können Sie den [Veranstaltungskalender der Universität Osnabrück](https://www.uni-osnabrueck.de/veranstaltungen/veranstaltungskalender/?no_cache=1) besuchen.","Here are some upcoming events at the University of Osnabrück:

1. **Neustart**  
   - **Date:** January 9, 2025  
   - **Time:** 16:30 - 17:00  
   - **Location:** Campus Caprivi  
   - **Organizer:** Zentrale Studienberatung Osnabrück (ZSB)  
   - **Description:** An event for students facing doubts about their studies, offering guidance and support.

2. **Das Niedersachsen-Technikum (Online Event)**  
   - **Date:** January 15, 2025  
   - **Time:** 16:00 - 16:30  
   - **Location:** Online  
   - **Organizer:** Zentrale Studienberatung Osnabrück (ZSB)  
   - **Description:** Information session for young women interested in STEM fields.

3. **Transdisziplinarität für eine transformative Nachhaltigkeitswissenschaft**  
   - **Date:** January 15, 2025  
   - **Time:** 18:15 - 19:45  
   - **Location:** Gebäude 02, Raum E04  
   - **Organizer:** Institut für Geographie  
   - **Description:** Guest lecture discussing the transformation of agricultural landscapes in response to climate change.

4. **Studieren in Osnabrück und Lingen (Online Event)**  
   - **Date:** January 22, 2025  
   - **Time:** 17:30 - 18:00  
   - **Location:** Online  
   - **Organizer:** Zentrale Studienberatung Osnabrück (ZSB)  
   - **Description:** Presentation for prospective students about studying in Osnabrück and Lingen.

5. **Demokratie - ein Auslaufmodell angesichts von Autokraten?**  
   - **Date:** January 26, 2025  
   - **Time:** 11:30 - 13:00  
   - **Location:** Kultur-Lounge Blue Note  
   - **Organizer:** Philosophisches Café  
   - **Description:** Discussion on the state of democracy in the face of rising autocracies.

6. **Lehramtsstudium in Osnabrück (Online Event)**  
   - **Date:** January 27, 2025  
   - **Time:** 17:30 - 18:00  
   - **Location:** Online  
   - **Organizer:** Zentrale Studienberatung Osnabrück (ZSB)  
   - **Description:** Information session about teacher training programs.

7. **Küstenökosysteme als Klimasenken**  
   - **Date:** January 29, 2025  
   - **Time:** 18:15 - 19:45  
   - **Location:** Gebäude 02, Raum E04  
   - **Organizer:** Institut für Geographie  
   - **Description:** Guest lecture on coastal ecosystems and their role in climate neutrality.

For more details, you can visit the [event calendar](https://www.uni-osnabrueck.de/veranstaltungen/veranstaltungskalender/?no_cache=1).","https://www.uni-osnabrueck.de/veranstaltungen/veranstaltungskalender/?no_cache=1;https://www.uni-osnabrueck.de/veranstaltungen/zentrale-veranstaltungen/;https://www.uni-osnabrueck.de/studium/im-studium/veranstaltungssuche/;https://www.uni-osnabrueck.de/universitaet/zahlendatenfakten/veranstaltungsverzeichnis/","https://www.uni-osnabrueck.de/veranstaltungen/veranstaltungskalender/?no_cache=1;https://tickets.uni-osnabrueck.de/;https://www.informatik.uni-osnabrueck.de/studium/veranstaltungen/aktuelle_veranstaltungen.html;https://www.ev-theologie.uni-osnabrueck.de/veranstaltungen.html","2025-01-09 13:39:44.856609"
"196","Was sind die Semesterdaten?","What are the semester dates?","Hier sind die Semesterdaten für die Universität Osnabrück:

### Sommersemester 2024
- **Semesterbeginn:** Montag, 01. April 2024
- **Beginn der Lehrveranstaltungen:** Dienstag, 02. April 2024
- **Ende der Lehrveranstaltungen:** Samstag, 06. Juli 2024
- **Semesterende:** Montag, 30. September 2024

### Wintersemester 2024/2025
- **Semesterbeginn:** Dienstag, 01. Oktober 2024
- **Einführungswoche:** Montag, 21. Oktober 2024 bis Samstag, 26. Oktober 2024
- **Beginn der regulären Lehrveranstaltungen:** Montag, 28. Oktober 2024
- **Weihnachtsferien:** Samstag, 21. Dezember 2024 bis Samstag, 04. Januar 2025
- **Ende der Lehrveranstaltungen:** Samstag, 15. Februar 2025
- **Semesterende:** Montag, 31. März 2025

### Sommersemester 2025
- **Semesterbeginn:** Dienstag, 01. April 2025
- **Beginn der Lehrveranstaltungen:** Montag, 14. April 2025
- **Ende der Lehrveranstaltungen:** Samstag, 19. Juli 2025
- **Semesterende:** Dienstag, 30. September 2025

### Wintersemester 2025/2026
- **Semesterbeginn:** Mittwoch, 01. Oktober 2025
- **Einführungswoche:** Montag, 06. Oktober 2025 bis Samstag, 11. Oktober 2025
- **Beginn der regulären Lehrveranstaltungen:** Montag, 13. Oktober 2025
- **Weihnachtsferien:** Samstag, 20. Dezember 2025 bis Samstag, 03. Januar 2026
- **Ende der Lehrveranstaltungen:** Samstag, 31. Januar 2026
- **Semesterende:** Dienstag, 31. März 2026

Für weitere Informationen zu den Semesterdaten und Fristen können Sie die [offizielle Webseite der Universität Osnabrück](https://www.uni-osnabrueck.de/studieninteressierte/studienbeginn/termine-und-fristen/) besuchen.","Here are the semester dates for the University of Osnabrück:

### Summer Semester 2024
- **Semester Start:** Monday, April 1, 2024
- **Start of Classes:** Tuesday, April 2, 2024
- **End of Classes:** Saturday, July 6, 2024
- **Semester End:** Monday, September 30, 2024

### Winter Semester 2024/2025
- **Semester Start:** Tuesday, October 1, 2024
- **Orientation Week:** Monday, October 21, 2024 - Saturday, October 26, 2024
- **Start of Regular Classes:** Monday, October 28, 2024
- **Christmas Break:** Saturday, December 21, 2024 - Saturday, January 4, 2025
- **End of Classes:** Saturday, February 15, 2025
- **Semester End:** Monday, March 31, 2025

### Summer Semester 2025
- **Semester Start:** Tuesday, April 1, 2025
- **Start of Classes:** Monday, April 14, 2025
- **End of Classes:** Saturday, July 19, 2025
- **Semester End:** Tuesday, September 30, 2025

For more detailed information, you can visit the [official page on semester dates](https://www.uni-osnabrueck.de/studieninteressierte/studienbeginn/termine-und-fristen/#c7619).","https://www.uni-osnabrueck.de/studieninteressierte/studienbeginn/termine-und-fristen/;https://www.uni-osnabrueck.de/studieninteressierte/studienbeginn/kosten/;https://www.asta.uni-osnabrueck.de/service/semesterticket;https://www.uni-osnabrueck.de/studieninteressierte/bewerbung/online-bewerbung/","https://www.uni-osnabrueck.de/studieninteressierte/studienbeginn/termine-und-fristen/;https://www.sport.uni-osnabrueck.de/studium/termine_und_fristen.html;https://www.lili.uni-osnabrueck.de/institut_fuer_romanistiklatinistik/romanistik/studium/freie_seiten_und_datensaetze/termine_und_fristen.html;https://www.wiwi.uni-osnabrueck.de/studium/termine.html","2025-01-09 13:39:44.856609"
"113","Ich arbeite als Werkstudent, kann ich als Tutor auf minijob basis arbeiten?","I work as a working student, can I work as a tutor on a mini job basis?","Um Ihnen eine präzise Antwort auf Ihre Frage zu geben, benötige ich weitere Informationen. Insbesondere wäre es hilfreich zu wissen, ob Sie an der Universität Osnabrück studieren und ob es spezifische Regelungen oder Anforderungen für Tutoren an Ihrer Fakultät gibt. 

Könnten Sie mir bitte mehr Details dazu geben?","As a working student at the University of Osnabrück, you can work as a tutor on a mini-job basis. This is a common arrangement for students who wish to earn additional income while studying. However, it's important to ensure that your total working hours comply with the regulations for working students in Germany, which typically allow for a maximum of 20 hours per week during the semester.

If you have any specific questions about the application process for tutoring positions or need further assistance, feel free to ask!","","https://www.uni-osnabrueck.de/fileadmin/documents/public/4_forschung/4.3_nachwuchsfoerderung/zepros/Infothek/buwin-2017.pdf;https://www.psychologie-cms.uni-osnabrueck.de/fileadmin/doc-lehreval/TB9_TextGest16.pdf;https://osnadocs.ub.uni-osnabrueck.de/bitstream/urn:nbn:de:gbv:700-202002192601/6/thesis_mueller.pdf;None","2025-01-09 13:39:44.856609"
"341","Wann und wie läuft das Anmeldeverfahren ab? ","When and how does the registration process take place?","Das Anmeldeverfahren an der Universität Osnabrück für das Sommersemester 2025 beginnt am **02. Dezember 2024** mit der Öffnung des Online-Bewerbungsportals. Ab diesem Zeitpunkt können Sie sich für einen Studienplatz in einem zulassungsbeschränkten Studiengang online bewerben oder sich für einen zulassungsfreien Studiengang online einschreiben.

### Wichtige Schritte im Anmeldeverfahren:

1. **Bewerbung**:
   - Bewerbungen für zulassungsbeschränkte Studiengänge müssen über das [Online-Bewerbungsportal](https://hisinone.dienste.uni-osnabrueck.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces) der Universität Osnabrück eingereicht werden.
   - Erforderliche Unterlagen sind im Portal hochzuladen, postalische Einreichungen sind nicht mehr notwendig.

2. **Zulassung**:
   - Nach der fristgerechten Einreichung werden die Bewerbungen auf Vollständigkeit geprüft. Bei positiver Prüfung erfolgt die Zulassung, die im Bewerbungsportal als Statusänderung angezeigt wird.

3. **Einschreibung (Immatrikulation)**:
   - Wenn Sie den Platz annehmen möchten, erfolgt die Immatrikulation ebenfalls online über das Bewerbungsportal. Auch hier müssen keine Unterlagen postalisch eingereicht werden, sondern im Portal hochgeladen werden.

### Fristen für das Sommersemester 2025:
- **Zulassungsbeschränkte grundständige Studiengänge**: 02.12.2024 - 15.01.2025
- **Zulassungsfreie grundständige Studiengänge**: 02.12.2024 - 31.03.2025
- **Masterstudiengänge**: 02.12.2024 - 15.01.2025 (je nach Studiengang variieren die Fristen)

### Weitere Informationen:
- Für detaillierte Informationen zu den Zulassungsbeschränkungen und spezifischen Studiengängen können Sie die [Zugangsvoraussetzungen](https://www.uni-osnabrueck.de/studieninteressierte/bewerbung/zugangsvoraussetzungen/) einsehen.
- Bei Fragen können Sie die Info-Line unter +49 541 969 7777 kontaktieren (Mo-Do 9-16 Uhr, Fr 9-14 Uhr).

Für weitere Details und aktuelle Informationen besuchen Sie bitte die [offizielle Webseite der Universität Osnabrück](https://www.uni-osnabrueck.de/studieninteressierte/bewerbung/online-bewerbung/).","The registration process (Immatrikulation) at the University of Osnabrück for the summer semester 2025 begins on **December 2, 2024**, when the application portal opens. Here’s a detailed overview of the process:

1. **Application Submission**:
   - You can apply for a study place in restricted admission programs or enroll in unrestricted programs online through the [Online Application Portal](https://hisinone.dienste.uni-osnabrueck.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces?page=Bewerbende).
   - Required documents must be uploaded in PDF format within the specified deadlines. No postal submission is necessary.

2. **Admission Process**:
   - All applications will be checked for completeness and eligibility by the Student Secretariat. If approved, you will receive a status change in the application portal indicating your admission.
   - The formal admission notice will be sent electronically if you have consented to this.

3. **Enrollment (Immatrikulation)**:
   - If you accept the offered place, you will complete the enrollment process online through the application portal. Again, no postal documents are required; you will upload them within the deadline specified in your admission notice.
   - After verification of your documents, you will be officially enrolled and receive a welcome letter with further information about your studies, including access to university services.

4. **Important Dates**:
   - **Application Period for Restricted Admission Programs**: December 2, 2024 - January 15, 2025.
   - **Application Period for Unrestricted Admission Programs**: December 2, 2024 - March 31, 2025.

5. **Additional Information**:
   - For more details on the application process, including specific requirements for different programs, you can visit the [University of Osnabrück's application page](https://www.uni-osnabrueck.de/studieninteressierte/bewerbung/online-bewerbung/).

If you have any further questions or need assistance with specific aspects of the application process, feel free to ask!","https://www.uni-osnabrueck.de/studieninteressierte/bewerbung/online-bewerbung/;https://myuos.uni-osnabrueck.de/;https://www.uni-osnabrueck.de/forschung/nachwuchsfoerderung/zepros/anmeldung/;https://www.uni-osnabrueck.de/entwuerfe-d5-alt/online-bewerbung-neu/","https://www.uni-osnabrueck.de/studieninteressierte/bewerbung/online-bewerbung/;https://www.uni-osnabrueck.de/studieninteressierte/studienbeginn/termine-und-fristen/;https://www.uni-osnabrueck.de/studieninteressierte/studieninteressierte-aus-dem-ausland/zulassung/einschreibung/;https://www.uni-osnabrueck.de/universitaet/organisation/international-office/foerderprogramme-infos-veranstaltungen/aktuelles-fuer-internationale-studierende-news-for-international-students/","2025-01-09 13:39:44.856609"
